CaseID	VehicleNumber	ViolationNumber	LicState	CitDate	ConvDate	ACDcode	ACDdetail	DriverNumber	ViolDescription	PSU	PSUStrata	RATWeight
116005611	1	1	NY	1988-11-01	1989-07-01	B54	 	335	EXP/NO REGISTRATION/TITLE	3	1	63.274
116005611	1	2	NY	2003-05-01	2003-05-01	B91	 	335	IMPROPER CLASS/ENDORSEMENT ON DL	3	1	63.274
116005611	2	1	NY	2001-02-01	2001-05-01	F04	 	441	SEAT BELT NOT USED PROPERLY REQ	3	1	63.274
116005611	2	2	NY	1995-03-01	1995-06-01	M16	 	441	FT OBEY TRAFIC SIGNAL/LIGHT	3	1	63.274
153006977	1	1	CO	2003-06-01	2003-07-01	M42	 	11179	IMPR/ERRATIC(UNSAFE)LANE CHANGES	75	11	127.287
153006977	1	2	CO	2003-07-01	2003-08-01	N83	 	11179	IMPROPER STARTING	75	11	127.287
153006977	1	3	CO	2003-08-01	2003-11-01	E34	 	11179	DEFECTIVE LIGHTS	75	11	127.287
153006977	1	4	CO	2003-10-01	2003-10-01	S61	 	11179	11-20 >SPEED LIMIT	75	11	127.287
153006977	1	5	CO	2001-04-01	2001-06-01	 	S61	11179	 	75	11	127.287
153006977	1	6	CO	1994-11-01	1995-02-01	 	D18	11179	 	75	11	127.287
153006977	1	7	CO	1995-06-01	1995-09-01	 	D18	11179	 	75	11	127.287
153006977	1	8	CO	1997-12-01	1998-04-01	 	B25	11179	 	75	11	127.287
153006977	1	9	CO	1999-07-01	1999-11-01	 	A25	11179	 	75	11	127.287
153006977	1	10	CO	1997-09-01	1997-11-01	 	S71	11179	 	75	11	127.287
153006977	1	11	CO	1995-06-01	1995-08-01	 	M34	11179	 	75	11	127.287
153006977	1	12	CO	2002-08-01	2002-09-01	 	F66	11179	 	75	11	127.287
222005126	1	1	NJ	1988-07-01	1988-07-01	M14	 	526	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	5	2	790.707
222005126	1	2	NJ	1990-03-01	1990-03-01	M71	 	526	PASS IN VIOL OF POSTED SIGN/PAVEMENT MARKING	5	2	790.707
222005126	1	3	NJ	1989-06-01	1989-10-01	S92	25039	526	SPEEDING-SPEED LIMIT AND ACTUAL	5	2	790.707
222005126	1	4	NJ	1989-07-01	1989-10-01	S92	25053	526	SPEEDING-SPEED LIMIT AND ACTUAL	5	2	790.707
222005126	1	5	NJ	1989-08-01	1989-08-01	B51	 	526	EXP/NO DRIVER LIC	5	2	790.707
222005126	1	6	NJ	1991-09-01	1991-10-01	S96	 	526	SPEED LESS THAN MINIMUM	5	2	790.707
222005126	1	7	NJ	1991-06-01	1991-09-01	S96	 	526	SPEED LESS THAN MINIMUM	5	2	790.707
222005126	1	8	NJ	2002-05-01	2002-06-01	N84	 	526	UNSAFE OPERATION	5	2	790.707
222005126	1	9	NJ	1987-07-01	1987-08-01	N84	 	526	UNSAFE OPERATION	5	2	790.707
222005126	1	10	NJ	2002-02-01	2002-03-01	N70	 	526	DRIVE ON WRONG SIDE	5	2	790.707
222005126	1	11	NJ	1990-01-01	1990-02-01	M71	 	526	PASS IN VIOL OF POSTED SIGN/PAVEMENT MARKING	5	2	790.707
222005126	1	12	NJ	2002-05-01	2002-05-01	M14	 	526	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	5	2	790.707
240006845	1	1	MI	2002-02-01	2002-03-01	B74	 	289	FAIL TO SHOW INS CERTIFICATION	12	5	292.312
240006845	3	1	MI	1999-12-01	2000-03-01	S92	55060	422	SPEEDING-SPEED LIMIT AND ACTUAL	12	5	292.312
240006845	3	2	MI	2003-10-01	2003-11-01	S94	 	422	PRIMA FACIE SPEED VIOL/DRIVE TO FAST FOR CONDITIONS	12	5	292.312
240006845	3	3	MI	2000-04-01	2000-04-01	S94	 	422	PRIMA FACIE SPEED VIOL/DRIVE TO FAST FOR CONDITIONS	12	5	292.312
240006845	3	4	MI	1999-10-01	1999-10-01	S92	55065	422	SPEEDING-SPEED LIMIT AND ACTUAL	12	5	292.312
329005924	2	1	NJ	2002-10-01	2002-10-01	M14	 	368	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
329005924	2	2	NJ	2003-05-01	2003-09-01	B51	 	368	EXP/NO DRIVER LIC	4	3	53.409
329005924	2	3	NJ	1986-02-01	1986-08-01	B26	 	368	DRIVE WHILE LIC SUSPENDED	4	3	53.409
329005924	2	4	NJ	2002-06-01	2002-08-01	S92	55069	368	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
329005924	2	5	NJ	1999-10-01	1999-11-01	S92	35047	368	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
329005924	2	6	NJ	1997-01-01	1997-02-01	S92	30046	368	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
329005924	2	7	NJ	1995-10-01	1995-11-01	S92	55069	368	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
329005924	2	8	NJ	2003-05-01	2003-09-01	M81	 	368	CARELESS DRIVE	4	3	53.409
329005924	2	9	NJ	2003-05-01	2003-09-01	M42	 	368	IMPR/ERRATIC(UNSAFE)LANE CHANGES	4	3	53.409
329005981	2	1	NJ	1989-04-01	1989-05-01	S92	55074	374	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	22.769
329005981	2	2	NJ	1998-11-01	1998-11-01	S92	25036	374	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	22.769
329005981	2	3	NJ	1989-08-01	1989-09-01	S92	50062	374	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	22.769
329005981	2	4	NJ	1991-08-01	1991-09-01	S92	25039	374	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	22.769
329005981	4	1	NJ	1986-02-01	1986-04-01	E70	 	569	EQUIPMENT USED IMPROPER/OBSTRUCTED	4	3	22.769
329005981	4	2	NJ	1987-10-01	1989-04-01	S92	40051	569	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	22.769
329005981	4	3	NJ	1990-11-01	1990-12-01	S92	55068	569	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	22.769
329005981	4	4	NJ	2001-07-01	2001-08-01	S92	30043	569	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	22.769
329005981	4	5	NJ	1993-04-01	1993-09-01	B12	 	569	REFUSE TO REVEAL ID AFTER ACC-PD ACC	4	3	22.769
329005981	4	6	NJ	1992-12-01	1993-06-01	B26	 	569	DRIVE WHILE LIC SUSPENDED	4	3	22.769
329005981	4	7	NJ	1996-03-01	1997-04-01	D36	 	569	FT MANTAIN REQ LIABILITY INS	4	3	22.769
329005981	4	8	NJ	1993-02-01	1993-09-01	D36	 	569	FT MANTAIN REQ LIABILITY INS	4	3	22.769
329005981	4	9	NJ	1997-02-01	1997-03-01	B26	 	569	DRIVE WHILE LIC SUSPENDED	4	3	22.769
329005981	4	10	NJ	1993-04-01	1993-09-01	B26	 	569	DRIVE WHILE LIC SUSPENDED	4	3	22.769
329005981	4	11	NJ	1993-02-01	1993-09-01	B26	 	569	DRIVE WHILE LIC SUSPENDED	4	3	22.769
329005981	4	12	NJ	1990-11-01	1990-12-01	B26	 	569	DRIVE WHILE LIC SUSPENDED	4	3	22.769
329005981	4	13	NJ	1988-07-01	1989-09-01	S92	40054	569	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	22.769
329005981	4	14	NJ	1987-12-01	1988-01-01	N84	 	569	UNSAFE OPERATION	4	3	22.769
329005981	4	15	NJ	1987-08-01	1988-09-01	N84	 	569	UNSAFE OPERATION	4	3	22.769
329005981	6	1	NJ	2003-06-01	2004-07-01	M81	 	718	CARELESS DRIVE	4	3	22.769
329005981	6	2	NJ	1997-02-01	1997-03-01	S92	35049	718	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	22.769
329005981	6	3	NJ	2002-10-01	2002-10-01	S92	35049	718	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	22.769
329005982	1	1	NJ	2003-02-01	2003-03-01	N84	 	534	UNSAFE OPERATION	4	3	34.364
329005982	2	1	NJ	2002-09-01	2003-02-01	N84	 	707	UNSAFE OPERATION	4	3	34.364
329005982	2	2	NJ	2003-04-01	2003-08-01	N84	 	707	UNSAFE OPERATION	4	3	34.364
329005982	2	3	NJ	2001-06-01	2001-08-01	S92	45059	707	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
329005982	2	4	NJ	2003-06-01	2003-07-01	N84	 	707	UNSAFE OPERATION	4	3	34.364
329005982	2	5	NJ	1996-09-01	1996-12-01	S96	 	707	SPEED LESS THAN MINIMUM	4	3	34.364
329005982	2	6	NJ	1998-03-01	1998-04-01	B43	 	707	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	34.364
329006004	1	1	NJ	1990-12-01	1990-12-01	M14	 	622	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
329006004	1	2	NJ	1991-08-01	1991-09-01	M14	 	622	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
329006004	1	3	NJ	1990-12-01	1990-12-01	N63	 	622	DRIVE WRONG WAY ON ONE WAY STREET/ROAD	4	3	53.409
329006004	1	4	NJ	2002-08-01	2002-09-01	N84	 	622	UNSAFE OPERATION	4	3	53.409
329006004	1	5	NJ	1998-06-01	1998-08-01	B43	 	622	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	53.409
329006004	1	6	NJ	1998-05-01	1998-06-01	S92	55076	622	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
329006004	1	7	NJ	1991-03-01	1991-04-01	S92	55080	622	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
329006004	1	8	NJ	1991-03-01	1991-03-01	M14	 	622	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
329006004	2	1	NJ	2003-06-01	2003-08-01	N84	 	790	UNSAFE OPERATION	4	3	53.409
329006004	3	1	NJ	1995-10-01	1995-12-01	M14	 	697	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
329006004	3	2	NJ	1999-07-01	1999-08-01	M14	 	697	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
329006004	3	3	NJ	1996-09-01	1996-11-01	N84	 	697	UNSAFE OPERATION	4	3	53.409
329006004	3	4	NJ	1994-06-01	1994-07-01	S92	55076	697	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
329006004	3	5	NJ	2001-09-01	2001-10-01	B43	 	697	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	53.409
329006004	3	6	NJ	2001-06-01	2001-07-01	B43	 	697	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	53.409
329006004	3	7	NJ	2001-03-01	2001-07-01	B43	 	697	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	53.409
329006004	3	8	NJ	1994-07-01	1994-09-01	N84	 	697	UNSAFE OPERATION	4	3	53.409
329006004	3	9	NJ	2001-10-01	2001-12-01	M14	 	697	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
329006005	1	1	NJ	2000-04-01	2000-10-01	S92	55079	659	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
329006005	1	2	NJ	2000-03-01	2000-08-01	A20	 	659	DUI OF ALCOHOL/DRUGS	4	3	34.364
329006005	1	3	NJ	2000-06-01	2000-08-01	S92	40054	659	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
329006024	1	1	NJ	2003-06-01	2003-10-01	M41	 	447	FT KEEP IN PROPER LANE	4	3	34.364
329006024	2	1	NJ	1992-08-01	1992-11-01	N84	 	585	UNSAFE OPERATION	4	3	34.364
329006101	1	1	PA	2001-07-01	2001-08-01	F02	00000	333	CHILD/YOUTH RESTR NOT USED PROPERLY REQ	4	3	34.364
329006101	1	2	PA	1999-04-01	1999-06-01	S93	00000	333	SPEEDING	4	3	34.364
329006101	1	3	PA	1999-04-01	1999-04-01	S93	00000	333	SPEEDING	4	3	34.364
329006242	2	1	NJ	1987-08-01	1987-08-01	N84	 	190	UNSAFE OPERATION	4	3	22.769
329006242	3	1	PA	2000-08-01	2000-10-01	M15	00000	499	FT OBEY STOP SIGN	4	3	22.769
329006242	3	2	PA	1992-05-01	1993-11-01	D36	00000	499	FT MANTAIN REQ LIABILITY INS	4	3	22.769
329006341	1	1	PA	1984-11-01	1985-01-01	M15	00000	296	FT OBEY STOP SIGN	4	3	34.364
329006341	1	2	PA	1994-08-01	1994-09-01	M84	 	296	RECKLESS DRIVE	4	3	34.364
329006341	1	3	PA	1988-08-01	1988-09-01	S15	35051	296	SPEED 15 MORE ABOVE SPEED LIMIT (DETAIL OPTIONAL)	4	3	34.364
329006341	1	4	PA	1991-10-01	1991-10-01	M16	00000	296	FT OBEY TRAFIC SIGNAL/LIGHT	4	3	34.364
329006401	2	1	NJ	2003-10-01	2003-12-01	M14	 	476	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	34.364
329006401	2	2	NJ	1987-02-01	1987-02-01	N70	 	476	DRIVE ON WRONG SIDE	4	3	34.364
329006401	2	3	NJ	1990-10-01	1990-10-01	N84	 	476	UNSAFE OPERATION	4	3	34.364
329006401	2	4	NJ	1987-11-01	1987-12-01	N84	 	476	UNSAFE OPERATION	4	3	34.364
329006424	1	1	NJ	1995-11-01	1996-01-01	E70	 	764	EQUIPMENT USED IMPROPER/OBSTRUCTED	4	3	34.364
329006424	1	2	NJ	2003-10-01	2003-12-01	N84	 	764	UNSAFE OPERATION	4	3	34.364
329006424	1	3	NJ	2003-01-01	2003-02-01	M14	 	764	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	34.364
329006526	2	1	NJ	1993-10-01	1993-10-01	M14	 	177	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
329006526	2	2	NJ	2003-12-01	2004-01-01	N84	 	177	UNSAFE OPERATION	4	3	53.409
329006566	1	1	NJ	2002-06-01	2002-07-01	N63	 	687	DRIVE WRONG WAY ON ONE WAY STREET/ROAD	4	3	0
329006566	2	1	NJ	1984-12-01	1984-12-01	N84	 	55	UNSAFE OPERATION	4	3	0
329006566	2	2	NJ	1998-08-01	1998-08-01	S92	45062	55	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	0
329006606	2	1	NJ	1997-11-01	1997-12-01	F35	 	628	"STOP,STAND,/PARK WHERE PROHIBITED/IMPROPER"	4	3	34.364
329006606	2	2	NJ	1999-05-01	1999-06-01	M14	 	628	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	34.364
329006606	2	3	NJ	2002-06-01	2002-06-01	B43	 	628	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	34.364
329006606	2	4	NJ	1998-04-01	1998-05-01	B26	 	628	DRIVE WHILE LIC SUSPENDED	4	3	34.364
329006606	2	5	NJ	1998-03-01	1998-04-01	S92	30040	628	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
329006606	2	6	NJ	1997-12-01	1998-03-01	S92	55075	628	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
329006606	2	7	NJ	1997-11-01	1998-02-01	S92	25045	628	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
329006606	2	8	NJ	1997-08-01	1997-10-01	S92	50064	628	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
329006606	2	9	NJ	1995-01-01	1995-03-01	S92	55069	628	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
329006606	2	10	NJ	1992-10-01	1993-03-01	S92	25039	628	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
329006606	2	11	NJ	1991-09-01	1991-10-01	S92	25048	628	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
329006606	2	12	NJ	1997-11-01	1998-02-01	S96	 	628	SPEED LESS THAN MINIMUM	4	3	34.364
329006606	2	13	NJ	2002-09-01	2002-09-01	B43	 	628	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	34.364
329006606	2	14	NJ	1991-05-01	1991-05-01	N84	 	628	UNSAFE OPERATION	4	3	34.364
329006606	2	15	NJ	2002-07-01	2002-10-01	N84	 	628	UNSAFE OPERATION	4	3	34.364
329006606	2	16	NJ	1995-12-01	1996-03-01	N84	 	628	UNSAFE OPERATION	4	3	34.364
329006606	2	17	NJ	1992-03-01	1992-03-01	N84	 	628	UNSAFE OPERATION	4	3	34.364
329006606	2	18	NJ	1991-05-01	1991-05-01	M71	 	628	PASS IN VIOL OF POSTED SIGN/PAVEMENT MARKING	4	3	34.364
329006606	2	19	NJ	1995-09-01	1995-12-01	M34	 	628	FOLLOW TO CLOSELY	4	3	34.364
331005648	1	1	PA	1977-07-01	1977-08-01	M15	00000	130	FT OBEY STOP SIGN	6	1	19.812
331005648	1	2	PA	1996-02-01	1996-09-01	M81	00000	130	CARELESS DRIVE	6	1	19.812
331005648	1	3	PA	1999-10-01	1999-12-01	B51	00000	130	EXP/NO DRIVER LIC	6	1	19.812
331005648	1	4	PA	1992-07-01	1992-11-01	A33	00000	130	ILLEGAL POSSESSION OF DRUGS	6	1	19.812
331005648	1	5	PA	1992-07-01	1992-11-01	A33	00000	130	ILLEGAL POSSESSION OF DRUGS	6	1	19.812
331005648	1	6	PA	1990-09-01	1991-02-01	S15	35050	130	SPEED 15 MORE ABOVE SPEED LIMIT (DETAIL OPTIONAL)	6	1	19.812
331005648	1	7	PA	1988-08-01	1988-10-01	S15	55075	130	SPEED 15 MORE ABOVE SPEED LIMIT (DETAIL OPTIONAL)	6	1	19.812
331005648	1	8	PA	1981-03-01	1982-02-01	S15	40055	130	SPEED 15 MORE ABOVE SPEED LIMIT (DETAIL OPTIONAL)	6	1	19.812
331005648	1	9	PA	1977-09-01	1977-11-01	S15	55073	130	SPEED 15 MORE ABOVE SPEED LIMIT (DETAIL OPTIONAL)	6	1	19.812
331005648	2	1	NC	2002-01-01	2002-02-01	S92	55069	654	SPEEDING-SPEED LIMIT AND ACTUAL	6	1	19.812
331005648	2	2	NC	2001-06-01	2001-08-01	B30	 	654	PERMIT UNLICD PERSON TO DRIVE	6	1	19.812
331005767	1	1	DE	1998-01-01	1998-02-01	M14	 	172	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	6	1	19.812
331005767	3	1	DE	2002-10-01	2002-10-01	M14	 	372	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	6	1	19.812
331005767	3	2	DE	2001-07-01	2001-07-01	S94	 	372	PRIMA FACIE SPEED VIOL/DRIVE TO FAST FOR CONDITIONS	6	1	19.812
331005767	3	3	DE	1997-11-01	1997-11-01	S92	00054	372	SPEEDING-SPEED LIMIT AND ACTUAL	6	1	19.812
331005767	4	1	PA	1996-01-01	1997-10-01	M01	00000	489	FT OBEY	6	1	19.812
